IDP,modality,subtype,pc1_name,region,side,measurement_type,dmri_measure,t1_anatomy_group,notes,ukb_link
IDP-25661,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,forceps minor,NA,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps minor (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25661
IDP-25662,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,inferior fronto-occipital fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25662
IDP-25663,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,inferior fronto-occipital fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25663
IDP-25664,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,inferior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25664
IDP-25665,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,inferior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25665
IDP-25666,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,middle cerebellar peduncle,NA,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract middle cerebellar peduncle (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25666
IDP-25667,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,medial lemniscus,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25667
IDP-25668,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,medial lemniscus,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25668
IDP-25669,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,posterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25669
IDP-25670,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,posterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25670
IDP-25671,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,superior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25671
IDP-25672,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,superior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25672
IDP-25673,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,superior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25673
IDP-25674,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,superior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25674
IDP-25675,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,uncinate fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract left uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25675
IDP-25676,dMRI,w-ICVF,PC-ICVF-ProbTrack-1,uncinate fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ICVF,NA,Weighted-mean ICVF (intra-cellular volume fraction) in tract right uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25676
IDP-25677,dMRI,w-OD,PC-OD-ProbTrack-1,acoustic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25677
IDP-25678,dMRI,w-OD,PC-OD-ProbTrack-1,acoustic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25678
IDP-25679,dMRI,w-OD,PC-OD-ProbTrack-1,anterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25679
IDP-25680,dMRI,w-OD,PC-OD-ProbTrack-1,anterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25680
IDP-25681,dMRI,w-OD,PC-OD-ProbTrack-1,cingulate gyrus part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25681
IDP-25682,dMRI,w-OD,PC-OD-ProbTrack-1,cingulate gyrus part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25682
IDP-25683,dMRI,w-OD,PC-OD-ProbTrack-1,parahippocampal part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25683
IDP-25684,dMRI,w-OD,PC-OD-ProbTrack-1,parahippocampal part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25684
IDP-25685,dMRI,w-OD,PC-OD-ProbTrack-1,corticospinal tract,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25685
IDP-25686,dMRI,w-OD,PC-OD-ProbTrack-1,corticospinal tract,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25686
IDP-25687,dMRI,w-OD,PC-OD-ProbTrack-1,forceps major,NA,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract forceps major (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25687
IDP-25688,dMRI,w-OD,PC-OD-ProbTrack-1,forceps minor,NA,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract forceps minor (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25688
IDP-25689,dMRI,w-OD,PC-OD-ProbTrack-1,inferior fronto-occipital fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25689
IDP-25690,dMRI,w-OD,PC-OD-ProbTrack-1,inferior fronto-occipital fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25690
IDP-25691,dMRI,w-OD,PC-OD-ProbTrack-1,inferior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25691
IDP-25692,dMRI,w-OD,PC-OD-ProbTrack-1,inferior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25692
IDP-25693,dMRI,w-OD,PC-OD-ProbTrack-1,middle cerebellar peduncle,NA,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract middle cerebellar peduncle (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25693
IDP-25694,dMRI,w-OD,PC-OD-ProbTrack-1,medial lemniscus,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25694
IDP-25695,dMRI,w-OD,PC-OD-ProbTrack-1,medial lemniscus,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25695
IDP-25696,dMRI,w-OD,PC-OD-ProbTrack-1,posterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25696
IDP-25697,dMRI,w-OD,PC-OD-ProbTrack-1,posterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25697
IDP-25698,dMRI,w-OD,PC-OD-ProbTrack-1,superior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25698
IDP-25699,dMRI,w-OD,PC-OD-ProbTrack-1,superior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25699
IDP-25700,dMRI,w-OD,PC-OD-ProbTrack-1,superior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25700
IDP-25701,dMRI,w-OD,PC-OD-ProbTrack-1,superior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25701
IDP-25702,dMRI,w-OD,PC-OD-ProbTrack-1,uncinate fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract left uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25702
IDP-25703,dMRI,w-OD,PC-OD-ProbTrack-1,uncinate fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),OD,NA,Weighted-mean OD (orientation dispersion index) in tract right uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25703
IDP-25704,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,acoustic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25704
IDP-25705,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,acoustic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right acoustic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25705
IDP-25706,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,anterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25706
IDP-25707,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,anterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right anterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25707
IDP-25708,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,cingulate gyrus part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25708
IDP-25709,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,cingulate gyrus part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25709
IDP-25710,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,parahippocampal part of cingulum,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25710
IDP-25711,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,parahippocampal part of cingulum,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right parahippocampal part of cingulum (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25711
IDP-25712,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,corticospinal tract,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25712
IDP-25713,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,corticospinal tract,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right corticospinal tract (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25713
IDP-25714,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,forceps major,NA,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract forceps major (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25714
IDP-25715,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,forceps minor,NA,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract forceps minor (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25715
IDP-25716,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,inferior fronto-occipital fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25716
IDP-25717,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,inferior fronto-occipital fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25717
IDP-25718,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,inferior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25718
IDP-25719,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,inferior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25719
IDP-25720,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,middle cerebellar peduncle,NA,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract middle cerebellar peduncle (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25720
IDP-25721,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,medial lemniscus,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25721
IDP-25722,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,medial lemniscus,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right medial lemniscus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25722
IDP-25723,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,posterior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25723
IDP-25724,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,posterior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right posterior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25724
IDP-25725,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,superior longitudinal fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25725
IDP-25726,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,superior longitudinal fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right superior longitudinal fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25726
IDP-25727,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,superior thalamic radiation,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25727
IDP-25728,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,superior thalamic radiation,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right superior thalamic radiation (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25728
IDP-25729,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,uncinate fasciculus,left,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25729
IDP-25730,dMRI,w-ISOVF,PC-ISOVF-ProbTrack-1,uncinate fasciculus,right,dMRI weighted means (probabilistic-tractography-based measurement),ISOVF,NA,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right uncinate fasciculus (from dMRI data),http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25730
